o_lon,o_lat,d_lon,d_lat,count,from_node,to_node
114.1574717,22.56102782,114.1338632,22.54921672,13,603,583
114.1338852,22.55688848,114.1390015,22.56438986,12,584,595
113.9184525,22.54919782,113.9190799,22.54314415,12,74,77
113.9612238,22.55277958,113.9777961,22.54098647,12,231,263
113.9143134,22.53554164,113.9404917,22.55274673,12,63,160
114.1080704,22.57251255,114.1016112,22.56474789,12,511,493
114.1063186,22.54472798,114.0787465,22.54317312,12,505,446
113.9035937,22.51661875,113.9328302,22.52460435,12,36,129
114.1439608,22.55553852,114.1230421,22.57672472,12,600,550
113.9194863,22.53051904,113.9491413,22.54326376,12,79,202
113.928999,22.49801767,113.920108,22.4932819,12,117,85
114.0488317,22.56730306,114.0907768,22.56142507,12,371,466
113.9699323,22.56689046,113.9660741,22.55949119,12,251,243
114.107525,22.56679353,114.1063186,22.54472798,12,508,505
114.0202182,22.53203739,113.9336253,22.54256673,12,310,135
113.950014,22.57141464,113.9450315,22.53934678,12,208,184
113.9183624,22.5556891,113.9344095,22.55532607,12,72,142
113.9633477,22.54208418,113.918416,22.56216735,12,239,73
114.161494,22.56428444,114.1260647,22.54227329,12,607,564
114.1182376,22.56567127,114.1259119,22.54950226,12,537,561
114.112869,22.58470988,114.1136231,22.54241739,12,518,519
113.9199821,22.53534908,113.9147516,22.5389128,12,82,65
113.9118129,22.50807653,113.9276676,22.51793513,12,57,109
113.9155517,22.54329581,113.9450315,22.53934678,12,67,184
113.9199821,22.53534908,113.9194863,22.53051904,12,82,79
114.0488317,22.56730306,114.0761521,22.54702107,12,371,440
113.9199821,22.53534908,113.9288842,22.57155658,12,82,116
114.0509944,22.51818853,114.0582889,22.51959561,12,373,409
113.9097299,22.52584499,113.9035937,22.51661875,12,47,36
113.9097299,22.52584499,113.915445,22.51041213,12,47,66
113.9146524,22.52693923,113.915445,22.51041213,12,64,66
114.0387789,22.56579731,114.0439385,22.55674539,12,338,349
113.9491413,22.54326376,113.9633477,22.54208418,12,202,239
114.1251654,22.55918041,114.1644832,22.5627503,12,559,611
113.9491413,22.54326376,113.9404917,22.55274673,12,202,160
113.9580431,22.59633988,113.9494284,22.57980162,12,222,203
114.1701834,22.6043063,114.1171806,22.54648425,12,615,532
113.9491413,22.54326376,113.9206722,22.51237556,12,202,87
114.0911163,22.55176701,114.1063186,22.54472798,12,469,505
113.944896,22.54622325,113.9450315,22.53934678,12,181,184
113.9118129,22.50807653,113.9328845,22.50312846,12,57,131
114.003149,22.53600659,113.9713587,22.53910036,12,283,253
114.1338632,22.54921672,114.1644087,22.56680131,12,583,609
114.0202182,22.53203739,113.9452663,22.52433567,12,310,189
114.1137426,22.54592857,114.1063186,22.54472798,12,521,505
113.9509113,22.57905941,113.9606305,22.58492456,12,211,228
113.9388906,22.50804836,113.9328845,22.50312846,12,157,131
114.1296833,22.54572474,114.1136231,22.54241739,12,568,519
114.1644832,22.5627503,114.1260035,22.54510676,12,611,563
114.1644832,22.5627503,114.1172394,22.55115992,12,611,533
113.9633477,22.54208418,113.9528965,22.55975497,12,239,214
113.9102541,22.53969,113.9146524,22.52693923,12,51,64
113.9147516,22.5389128,113.9336253,22.54256673,12,65,135
114.0357464,22.54152815,114.0186349,22.53863086,12,329,307
114.0374545,22.52361807,114.0374545,22.52361807,12,334,334
114.0374545,22.52361807,113.9475068,22.530085,12,334,194
113.9633477,22.54208418,114.0478162,22.5425021,12,239,362
113.9606305,22.58492456,114.0041395,22.59957049,12,228,287
113.9832957,22.58805165,113.9606305,22.58492456,12,270,228
113.9221011,22.51789094,113.9336253,22.54256673,12,89,135
113.9509113,22.57905941,113.9328302,22.52460435,12,211,129
113.9236399,22.5078368,113.9316803,22.51881464,12,94,126
113.9124902,22.51975214,113.9404917,22.55274673,12,59,160
113.9124902,22.51975214,113.9186832,22.52710131,12,59,75
113.9407019,22.5414765,113.9450315,22.53934678,12,165,184
113.9155517,22.54329581,114.0234096,22.53944781,12,67,312
114.1198918,22.59134494,114.1198918,22.59134494,12,540,540
114.0597198,22.52591345,114.0630192,22.53554504,12,413,424
113.9102541,22.53969,113.940445,22.55527886,12,51,159
113.9102541,22.53969,113.9406558,22.54287695,12,51,164
114.0628846,22.54292352,114.0719313,22.54306587,12,422,433
113.947053,22.55887657,113.9494284,22.57980162,12,193,203
114.0719313,22.54306587,114.0234096,22.53944781,12,433,312
113.9124902,22.51975214,113.9406558,22.54287695,12,59,164
114.0326622,22.52622861,113.9451564,22.53255125,12,320,186
114.169401,22.56966622,114.1644087,22.56680131,12,614,609
114.0629734,22.53761185,114.0509944,22.51818853,12,423,373
113.8861314,22.49759444,113.8978105,22.51075808,12,15,29
113.9621778,22.53376133,113.9475068,22.530085,12,233,194
113.9494284,22.57980162,113.9243714,22.52956273,12,203,96
113.9606305,22.58492456,113.9407344,22.55993307,11,228,166
113.920108,22.4932819,113.928999,22.49801767,11,85,117
114.0439385,22.55674539,114.03538,22.56783125,11,349,328
114.1338632,22.54921672,114.1136231,22.54241739,11,583,519
114.0439385,22.55674539,114.0787465,22.54317312,11,349,446
114.0439385,22.55674539,114.0509944,22.51818853,11,349,373
113.9409258,22.53000389,113.9407019,22.5414765,11,171,165
113.9406558,22.54287695,113.9223777,22.54298115,11,164,90
114.0677747,22.5580683,114.0439385,22.55674539,11,427,349
113.9491413,22.54326376,113.9157571,22.4999147,11,202,68
113.9155517,22.54329581,113.947053,22.55887657,11,67,193
113.9691219,22.61983592,113.9606305,22.58492456,11,248,228
113.9272427,22.50789593,113.9404917,22.55274673,11,106,160
113.9084227,22.51486106,113.9124902,22.51975214,11,43,59
113.9373334,22.5351382,113.9373334,22.5351382,11,153,153
114.0995471,22.54755506,114.1063186,22.54472798,11,488,505
113.9190799,22.54314415,113.940445,22.55527886,11,77,159
114.1350728,22.55860698,114.1350728,22.55860698,11,587,587
114.0486119,22.51236018,114.0609908,22.52112392,11,368,415
114.1080704,22.57251255,114.112869,22.58470988,11,511,518
114.0720729,22.53584401,114.0761879,22.54011496,11,435,442
114.0202182,22.53203739,113.9122306,22.49072078,11,310,58
113.9406558,22.54287695,113.947053,22.55887657,11,164,193
114.1242389,22.59195711,114.1198918,22.59134494,11,553,540
114.0630944,22.53166919,114.0630192,22.53554504,11,425,424
114.0255833,22.53127556,114.0720939,22.53181124,11,315,436
114.1198918,22.59134494,114.1373842,22.58057276,11,540,591
114.1198918,22.59134494,114.1245005,22.57227306,11,540,554
114.0720729,22.53584401,114.0720729,22.53584401,11,435,435
114.0422669,22.57062484,114.0540968,22.57113804,11,347,386
114.112869,22.58470988,114.1172394,22.55115992,11,518,533
113.9102541,22.53969,113.9103595,22.53126836,11,51,52
114.0326622,22.52622861,114.0140182,22.53785655,11,320,301
114.057974,22.56241366,114.0439385,22.55674539,11,402,349
114.0450666,22.52787192,114.0443347,22.54724229,11,359,352
113.9102541,22.53969,113.9328302,22.52460435,11,51,129
113.9494284,22.57980162,113.9633477,22.54208418,11,203,239
114.112869,22.58470988,113.940445,22.55527886,11,518,159
114.1431392,22.55029515,114.1180108,22.5436417,11,599,536
114.1361313,22.54951279,114.1439608,22.55553852,11,590,600
114.1431392,22.55029515,114.1218944,22.54724533,11,599,545
114.1292351,22.55073263,114.1259119,22.54950226,11,566,561
113.9528965,22.55975497,113.9491413,22.54326376,11,214,202
114.1303047,22.55464135,114.1218944,22.54724533,11,571,545
113.9612238,22.55277958,113.972388,22.55191047,11,231,254
114.1439608,22.55553852,114.1350728,22.55860698,11,600,587
113.8999643,22.54887227,113.9336253,22.54256673,11,31,135
113.972388,22.55191047,113.9813001,22.547133,11,254,267
114.0444279,22.52568669,114.058129,22.53753671,11,354,406
113.9494284,22.57980162,113.9528965,22.55975497,11,203,214
114.0444279,22.52568669,114.0515339,22.52579823,11,354,382
114.1182376,22.56567127,114.112869,22.58470988,11,537,518
114.1172394,22.55115992,114.1153265,22.5588081,11,533,527
114.1338852,22.55688848,114.1303047,22.55464135,11,584,571
113.9143134,22.53554164,113.9184525,22.54919782,11,63,74
113.9509113,22.57905941,113.953809,22.55115046,11,211,216
114.112869,22.58470988,114.0361459,22.56279243,11,518,331
114.1227587,22.57932726,114.1172394,22.55115992,11,549,533
114.0609908,22.52112392,114.0630944,22.53166919,11,415,425
114.112869,22.58470988,114.112869,22.58470988,11,518,518
114.0628846,22.54292352,114.0787465,22.54317312,11,422,446
113.9173127,22.52114707,113.9142148,22.51818294,11,71,62
113.9124902,22.51975214,113.9199821,22.53534908,11,59,82
114.0597198,22.52591345,114.0515339,22.52579823,11,413,382
114.0719313,22.54306587,114.0478162,22.5425021,11,433,362
113.9633477,22.54208418,113.9190799,22.54314415,11,239,77
114.1644832,22.5627503,114.1296142,22.54851405,11,611,567
114.1198918,22.59134494,114.1167791,22.54823711,11,540,530
113.9633477,22.54208418,113.9633477,22.54208418,11,239,239
113.977941,22.58713395,114.0041395,22.59957049,11,264,287
113.949855,22.58679623,113.9494284,22.57980162,11,206,203
113.9199821,22.53534908,113.9406558,22.54287695,11,82,164
114.1373842,22.58057276,114.1245005,22.57227306,11,591,554
113.9509113,22.57905941,113.9342099,22.5714262,11,211,139
113.9035937,22.51661875,113.9336253,22.54256673,11,36,135
114.0896926,22.56096562,114.0866394,22.54073668,11,463,458
113.9763421,22.55686165,113.940445,22.55527886,11,258,159
113.9221011,22.51789094,113.9276676,22.51793513,11,89,109
114.1574717,22.56102782,114.161494,22.56428444,11,603,607
114.1063186,22.54472798,114.1137426,22.54592857,11,505,521
114.1251654,22.55918041,114.1439608,22.55553852,11,559,600
114.094491,22.56825073,114.112869,22.58470988,11,476,518
114.0629734,22.53761185,114.0761879,22.54011496,11,423,442
114.0629734,22.53761185,114.058129,22.53753671,11,423,406
113.9146524,22.52693923,113.9336253,22.54256673,11,64,135
113.9146524,22.52693923,113.8861314,22.49759444,11,64,15
114.0357464,22.54152815,114.0140182,22.53785655,11,329,301
113.9450315,22.53934678,113.9450315,22.53934678,11,184,184
113.9143134,22.53554164,113.9146524,22.52693923,11,63,64
114.1644087,22.56680131,114.1107498,22.54543716,11,609,513
114.1301103,22.58432145,114.1329896,22.5844014,11,570,580
114.0787465,22.54317312,114.0912449,22.5433847,11,446,473
113.9713587,22.53910036,113.9491413,22.54326376,11,253,202
114.1374593,22.56901485,114.1258552,22.55279111,10,592,560
114.0629734,22.53761185,114.0515339,22.52579823,10,423,382
114.1374593,22.56901485,114.1318637,22.56197601,10,592,576
114.0630944,22.53166919,114.0554832,22.51394382,10,425,391
114.0255833,22.53127556,114.0630944,22.53166919,10,315,425
114.094491,22.56825073,114.0629734,22.53761185,10,476,423
113.9276027,22.51295673,113.940616,22.54616779,10,108,162
114.1654621,22.57111773,114.1350728,22.55860698,10,612,587
114.0991397,22.5700848,114.0992232,22.56634588,10,481,482
113.9190799,22.54314415,113.947053,22.55887657,10,77,193
114.1153265,22.5588081,114.0910003,22.55842617,10,527,467
114.0487663,22.51081322,114.0486119,22.51236018,10,370,368
114.0487663,22.51081322,114.041572,22.51137132,10,370,344
113.9231987,22.53540776,113.9406558,22.54287695,10,93,164
114.1373842,22.58057276,114.1063186,22.54472798,10,591,505
114.1251654,22.55918041,114.0787465,22.54317312,10,559,446
114.0910003,22.55842617,114.0677747,22.5580683,10,467,427
114.0629734,22.53761185,114.0579772,22.54558884,10,423,403
114.1245005,22.57227306,114.1248217,22.56213733,10,554,557
114.1654621,22.57111773,114.1251654,22.55918041,10,612,559
113.9691219,22.61983592,113.949855,22.58679623,10,248,206
113.9760441,22.62662651,113.9494284,22.57980162,10,257,203
113.9190799,22.54314415,113.9206722,22.51237556,10,77,87
114.1142416,22.53596639,114.1259119,22.54950226,10,523,561
113.9621778,22.53376133,113.9633477,22.54208418,10,233,239
113.950014,22.57141464,113.950014,22.57141464,10,208,208
113.9538224,22.57483257,113.9494284,22.57980162,10,217,203
114.0057869,22.53644522,114.0186349,22.53863086,10,290,307
113.9103595,22.53126836,113.9102541,22.53969,10,52,51
114.1153265,22.5588081,114.1172394,22.55115992,10,527,533
113.9633477,22.54208418,113.9122306,22.49072078,10,239,58
114.1259119,22.54950226,114.1374593,22.56901485,10,561,592
114.1259119,22.54950226,114.1318637,22.56197601,10,561,576
113.9183624,22.5556891,113.9291628,22.55972334,10,72,119
113.9623654,22.56991978,113.9404917,22.55274673,10,236,160
114.1259119,22.54950226,114.1218944,22.54724533,10,561,545
114.0040882,22.54712127,113.9914595,22.54374858,10,286,277
114.0439385,22.55674539,114.0351123,22.55501241,10,349,327
114.1024728,22.57205807,114.094491,22.56825073,10,496,476
113.9200143,22.49659079,113.9188483,22.50788642,10,84,76
113.928999,22.49801767,113.9122306,22.49072078,10,117,58
113.9184525,22.54919782,113.9491413,22.54326376,10,74,202
114.1326839,22.57969837,114.1245005,22.57227306,10,578,554
113.928999,22.49801767,113.9246137,22.5008884,10,117,97
113.9184525,22.54919782,113.9336253,22.54256673,10,74,135
113.9621778,22.53376133,113.9622388,22.53100351,10,233,234
113.9272427,22.50789593,113.9276027,22.51295673,10,106,108
113.9118129,22.50807653,113.9316803,22.51881464,10,57,126
114.1218944,22.54724533,114.1063186,22.54472798,10,545,505
113.9407019,22.5414765,113.940809,22.5357087,10,165,169
114.0057869,22.53644522,114.0234096,22.53944781,10,290,312
114.1167791,22.54823711,114.1142416,22.53596639,10,530,523
113.997063,22.5459081,114.0122593,22.54296339,10,282,298
113.9760441,22.62662651,113.949855,22.58679623,10,257,206
114.1574717,22.56102782,114.1142416,22.53596639,10,603,523
114.1644087,22.56680131,114.1809616,22.55777371,10,609,620
114.0374545,22.52361807,114.0326622,22.52622861,10,334,320
114.0311165,22.52390555,114.0609908,22.52112392,10,318,415
113.9359217,22.5218824,113.9206722,22.51237556,10,147,87
114.0311165,22.52390555,114.0787465,22.54317312,10,318,446
114.0336279,22.56089891,114.0383673,22.55608659,10,323,335
113.947053,22.55887657,113.9404917,22.55274673,10,193,160
113.9102541,22.53969,113.9190799,22.54314415,10,51,77
114.0719313,22.54306587,114.0787465,22.54317312,10,433,446
113.9124902,22.51975214,113.9146524,22.52693923,10,59,64
113.9124902,22.51975214,113.9336253,22.54256673,10,59,135
113.9538224,22.57483257,113.9606305,22.58492456,10,217,228
114.1227587,22.57932726,114.1306051,22.57959022,10,549,572
113.9633477,22.54208418,113.9155517,22.54329581,10,239,67
114.112869,22.58470988,114.1323804,22.57723388,10,518,577
113.9633477,22.54208418,113.9660741,22.55949119,10,239,243
114.0609908,22.52112392,114.0509944,22.51818853,10,415,373
114.1227587,22.57932726,114.1301103,22.58432145,10,549,570
113.9221011,22.51789094,113.9406558,22.54287695,10,89,164
114.1251654,22.55918041,114.1017317,22.55859362,10,559,495
114.0509944,22.51818853,114.0418832,22.52115999,10,373,345
114.0629734,22.53761185,114.0787465,22.54317312,10,423,446
113.9633477,22.54208418,113.9199821,22.53534908,10,239,82
114.1198918,22.59134494,114.112869,22.58470988,10,540,518
114.1709476,22.56284762,114.1439608,22.55553852,10,617,600
114.1725511,22.56285092,114.1644832,22.5627503,10,619,611
113.9276676,22.51793513,113.9385133,22.52123067,10,109,156
114.0761879,22.54011496,114.058129,22.53753671,10,442,406
114.0140182,22.53785655,113.9491413,22.54326376,10,301,202
113.9199821,22.53534908,113.9190799,22.54314415,10,82,77
113.9186832,22.52710131,113.9035937,22.51661875,10,75,36
113.9146524,22.52693923,113.9491413,22.54326376,10,64,202
114.0289969,22.52073647,114.0609908,22.52112392,10,316,415
113.9633477,22.54208418,113.9343203,22.5597933,10,239,141
113.9494284,22.57980162,113.9199821,22.53534908,10,203,82
114.1182376,22.56567127,114.1258552,22.55279111,10,537,560
113.9494284,22.57980162,113.977941,22.58713395,10,203,264
113.9102541,22.53969,113.915445,22.51041213,10,51,66
114.161494,22.56428444,114.1361313,22.54951279,10,607,590
114.161494,22.56428444,114.1574717,22.56102782,10,607,603
113.9494284,22.57980162,113.9713587,22.53910036,10,203,253
114.0337852,22.5302178,113.9328302,22.52460435,10,324,129
113.9097299,22.52584499,113.9097299,22.52584499,10,47,47
113.9097299,22.52584499,113.9336253,22.54256673,10,47,135
114.0951991,22.54345208,114.0787465,22.54317312,10,479,446
114.0787465,22.54317312,114.1063186,22.54472798,10,446,505
113.9147516,22.5389128,113.9404917,22.55274673,10,65,160
114.0951991,22.54345208,114.1063186,22.54472798,10,479,505
113.9236399,22.5078368,113.9328302,22.52460435,10,94,129
113.9190799,22.54314415,113.9343203,22.5597933,10,77,141
113.9612238,22.55277958,113.9633477,22.54208418,10,231,239
113.9612238,22.55277958,113.9449508,22.54305787,10,231,182
114.1041413,22.55305184,114.1136231,22.54241739,10,502,519
113.9713587,22.53910036,113.9813001,22.547133,10,253,267
114.0444279,22.52568669,114.0202182,22.53203739,10,354,310
113.9607244,22.5495522,113.9328302,22.52460435,10,229,129
114.0627243,22.55141245,113.9328302,22.52460435,10,420,129
113.9763421,22.55686165,113.9449508,22.54305787,10,258,182
114.0679115,22.55102094,114.0629734,22.53761185,10,428,423
113.9660741,22.55949119,113.9660741,22.55949119,10,243,243
114.1431392,22.55029515,114.1137426,22.54592857,10,599,521
114.1431392,22.55029515,114.1136231,22.54241739,10,599,519
113.8999643,22.54887227,113.9450315,22.53934678,10,31,184
113.891893,22.50419438,113.8861314,22.49759444,10,22,15
113.8861314,22.49759444,113.8671589,22.50552799,9,15,1
114.1142416,22.53596639,114.1167791,22.54823711,9,523,530
113.9538224,22.57483257,113.950014,22.57141464,9,217,208
113.950014,22.57141464,113.9606305,22.58492456,9,208,228
113.9103595,22.53126836,113.9404917,22.55274673,9,52,160
113.9451564,22.53255125,113.944896,22.54622325,9,186,181
113.9103595,22.53126836,113.9407019,22.5414765,9,52,165
114.0202182,22.53203739,114.0628846,22.54292352,9,310,422
114.0202182,22.53203739,113.9491413,22.54326376,9,310,202
113.950014,22.57141464,113.9407344,22.55993307,9,208,166
113.9864364,22.53867967,113.9813001,22.547133,9,273,267
113.915445,22.51041213,113.9157571,22.4999147,9,66,68
113.8978105,22.51075808,113.8861314,22.49759444,9,29,15
114.112869,22.58470988,114.1361313,22.54951279,9,518,590
114.1329896,22.5844014,114.1380243,22.57118847,9,580,593
114.0326849,22.56218702,114.094491,22.56825073,9,321,476
114.0542878,22.56237068,114.1063186,22.54472798,9,389,505
114.0542878,22.56237068,114.0814207,22.5582393,9,389,448
113.9494284,22.57980162,113.9173127,22.52114707,9,203,71
114.1182376,22.56567127,114.121489,22.56909791,9,537,543
113.9669246,22.56282048,113.9660741,22.55949119,9,247,243
113.9669246,22.56282048,113.9328302,22.52460435,9,247,129
113.9669246,22.56282048,113.9713587,22.53910036,9,247,253
114.1390015,22.56438986,114.1063186,22.54472798,9,595,505
114.1303047,22.55464135,114.1338852,22.55688848,9,571,584
113.972388,22.55191047,113.9713587,22.53910036,9,254,253
113.8999643,22.54887227,113.9102541,22.53969,9,31,51
114.0788224,22.54031566,114.0629734,22.53761185,9,447,423
113.9465147,22.50809509,113.9451564,22.53255125,9,191,186
113.9272427,22.50789593,113.9362441,22.50801811,9,106,148
113.9147516,22.5389128,113.9186832,22.52710131,9,65,75
113.9118129,22.50807653,113.9236399,22.5078368,9,57,94
113.9118129,22.50807653,113.9118129,22.50807653,9,57,57
113.9199821,22.53534908,113.9188483,22.50788642,9,82,76
114.0384573,22.51570189,113.9328302,22.52460435,9,336,129
113.9491413,22.54326376,113.9466447,22.56528032,9,202,192
113.9223777,22.54298115,113.9277742,22.51969127,9,90,110
114.1587738,22.60910626,114.1136231,22.54241739,9,604,519
113.9691219,22.61983592,113.9713587,22.53910036,9,248,253
113.9190799,22.54314415,113.9155517,22.54329581,9,77,67
113.9190799,22.54314415,113.9143134,22.53554164,9,77,63
113.9190799,22.54314415,113.9122306,22.49072078,9,77,58
114.0542063,22.56496011,113.940445,22.55527886,9,388,159
114.0374545,22.52361807,113.9451564,22.53255125,9,334,186
114.0361396,22.53054743,114.0445503,22.53466355,9,330,357
113.9143134,22.53554164,113.9084227,22.51486106,9,63,43
113.9143134,22.53554164,113.9124902,22.51975214,9,63,59
113.9143134,22.53554164,113.9199821,22.53534908,9,63,82
114.0992232,22.56634588,114.0993074,22.56154845,9,482,484
114.0720233,22.53866647,114.0629734,22.53761185,9,434,423
113.9146524,22.52693923,113.9406558,22.54287695,9,64,164
113.9097299,22.52584499,113.940445,22.55527886,9,47,159
113.9097299,22.52584499,113.9406558,22.54287695,9,47,164
114.0326622,22.52622861,114.0057869,22.53644522,9,320,290
114.0357464,22.54152815,114.0719313,22.54306587,9,329,433
113.9102541,22.53969,113.891893,22.50419438,9,51,22
113.9102541,22.53969,113.9035937,22.51661875,9,51,36
113.9374649,22.5391845,113.9373334,22.5351382,9,154,153
114.1654621,22.57111773,114.1017317,22.55859362,9,612,495
114.0675738,22.56900047,114.0761521,22.54702107,9,426,440
114.1250329,22.57004496,114.1246329,22.56404909,9,558,556
114.121489,22.56909791,114.1334875,22.57130371,9,543,582
114.1024728,22.57205807,113.940445,22.55527886,9,496,159
114.1245005,22.57227306,114.1227587,22.57932726,9,554,549
114.0202182,22.53203739,113.9199821,22.53534908,9,310,82
114.0202182,22.53203739,113.9450315,22.53934678,9,310,184
114.0202182,22.53203739,114.0509944,22.51818853,9,310,373
114.0202182,22.53203739,114.0515339,22.52579823,9,310,382
114.1017317,22.55859362,114.1153265,22.5588081,9,495,527
113.9276027,22.51295673,113.9328302,22.52460435,9,108,129
113.8978105,22.51075808,113.891893,22.50419438,9,29,22
113.9173127,22.52114707,113.9157571,22.4999147,9,71,68
113.9221011,22.51789094,113.9316803,22.51881464,9,89,126
113.9606305,22.58492456,113.9660741,22.55949119,9,228,243
114.0719313,22.54306587,114.1063186,22.54472798,9,433,505
113.9173127,22.52114707,113.9206722,22.51237556,9,71,87
113.9277742,22.51969127,113.9451564,22.53255125,9,110,186
113.9124902,22.51975214,113.8861314,22.49759444,9,59,15
113.9606305,22.58492456,113.9491413,22.54326376,9,228,202
113.9102541,22.53969,113.9223777,22.54298115,9,51,90
113.9102541,22.53969,113.9184525,22.54919782,9,51,74
113.947053,22.55887657,113.9199821,22.53534908,9,193,82
113.9660741,22.55949119,113.9490902,22.54189692,9,243,200
113.9777961,22.54098647,113.9864364,22.53867967,9,263,273
114.0478162,22.5425021,114.0234096,22.53944781,9,362,312
113.9491413,22.54326376,113.940616,22.54616779,9,202,162
114.0677747,22.5580683,114.1063186,22.54472798,9,427,505
114.0814207,22.5582393,114.0677747,22.5580683,9,448,427
114.1306051,22.57959022,114.1227587,22.57932726,9,572,549
114.0041395,22.59957049,113.9606305,22.58492456,9,287,228
114.0041395,22.59957049,113.977941,22.58713395,9,287,264
114.1374593,22.56901485,114.1282881,22.55650863,9,592,565
113.9143134,22.53554164,113.9206722,22.51237556,9,63,87
114.0630944,22.53166919,114.0509944,22.51818853,9,425,373
114.0630944,22.53166919,114.0720939,22.53181124,9,425,436
114.0509944,22.51818853,113.9328302,22.52460435,9,373,129
114.0629734,22.53761185,114.0788224,22.54031566,9,423,447
114.094491,22.56825073,114.1172394,22.55115992,9,476,533
114.094491,22.56825073,114.1153265,22.5588081,9,476,527
114.094491,22.56825073,114.1024728,22.57205807,9,476,496
113.949855,22.58679623,113.947053,22.55887657,9,206,193
113.9633477,22.54208418,113.9777961,22.54098647,9,239,263
114.1809616,22.55777371,114.0787465,22.54317312,9,620,446
113.9466447,22.56528032,113.9404917,22.55274673,9,192,160
114.107525,22.56679353,114.107525,22.56679353,9,508,508
113.949855,22.58679623,113.940445,22.55527886,9,206,159
113.9509113,22.57905941,113.9336253,22.54256673,9,211,135
113.9509113,22.57905941,113.9406558,22.54287695,9,211,164
113.9243714,22.52956273,113.9122306,22.49072078,9,96,58
113.9199821,22.53534908,113.947053,22.55887657,9,82,193
114.0609908,22.52112392,114.0609908,22.52112392,9,415,415
113.949855,22.58679623,113.9404917,22.55274673,9,206,160
113.9538224,22.57483257,113.9336253,22.54256673,9,217,135
114.1251654,22.55918041,114.1172394,22.55115992,9,559,533
114.1251654,22.55918041,114.1809616,22.55777371,9,559,620
113.9035937,22.51661875,113.891893,22.50419438,9,36,22
113.9035937,22.51661875,113.8861314,22.49759444,9,36,15
113.9336253,22.54256673,113.9406558,22.54287695,9,135,164
113.9035937,22.51661875,113.9406558,22.54287695,9,36,164
113.9035937,22.51661875,113.9186832,22.52710131,9,36,75
114.0289969,22.52073647,114.0289969,22.52073647,9,316,316
114.0289969,22.52073647,114.0374545,22.52361807,9,316,334
114.1318637,22.56197601,114.1350728,22.55860698,9,576,587
114.1725511,22.56285092,114.1180108,22.5436417,9,619,536
113.9276676,22.51793513,113.9407019,22.5414765,9,109,165
113.950014,22.57141464,113.9528965,22.55975497,9,208,214
113.9085402,22.4799661,113.9029731,22.47691189,9,46,35
114.057974,22.56241366,114.0542878,22.56237068,9,402,389
114.1644832,22.5627503,114.1180108,22.5436417,9,611,536
114.1380243,22.57118847,114.1063186,22.54472798,9,593,505
113.8861314,22.49759444,113.9097299,22.52584499,9,15,47
114.1259119,22.54950226,114.1338852,22.55688848,9,561,584
114.1259119,22.54950226,114.113805,22.53838078,9,561,522
114.1361313,22.54951279,114.1136231,22.54241739,9,590,519
114.1296142,22.54851405,114.1218944,22.54724533,9,567,545
114.0439385,22.55674539,114.036681,22.56561549,9,349,333
114.0439385,22.55674539,114.0439385,22.55674539,9,349,349
114.0439385,22.55674539,114.0443347,22.54724229,9,349,352
113.9188483,22.50788642,113.9491413,22.54326376,9,76,202
114.1338852,22.55688848,114.1063186,22.54472798,9,584,505
114.1338852,22.55688848,114.1374593,22.56901485,9,584,592
114.1439608,22.55553852,114.1338632,22.54921672,9,600,583
114.0093458,22.55286167,114.0326849,22.56218702,9,293,321
114.1258552,22.55279111,114.1259119,22.54950226,9,560,561
113.9622388,22.53100351,113.9452663,22.52433567,9,234,189
114.1574717,22.56102782,114.1172394,22.55115992,9,603,533
113.9183624,22.5556891,113.9407019,22.5414765,9,72,165
113.9813001,22.547133,113.972388,22.55191047,9,267,254
114.1431392,22.55029515,114.1063186,22.54472798,9,599,505
113.940616,22.54616779,113.9407344,22.55993307,9,162,166
114.169401,22.56966622,114.1350728,22.55860698,9,614,587
113.9198758,22.50237441,113.9200143,22.49659079,9,81,84
114.094491,22.56825073,113.940445,22.55527886,8,476,159
114.121489,22.56909791,114.107525,22.56679353,8,543,508
114.03538,22.56783125,114.0294193,22.55657306,8,328,317
113.9466447,22.56528032,113.947053,22.55887657,8,192,193
113.891893,22.50419438,113.8978105,22.51075808,8,22,29
113.9198758,22.50237441,113.9199821,22.53534908,8,81,82
113.9184525,22.54919782,113.918416,22.56216735,8,74,73
114.1172394,22.55115992,114.1136231,22.54241739,8,533,519
114.1431392,22.55029515,114.1171806,22.54648425,8,599,532
113.9230888,22.54919179,113.9231987,22.53540776,8,92,93
114.0510601,22.55123367,114.0439385,22.55674539,8,374,349
114.0557652,22.55131452,114.0442669,22.55065279,8,392,351
114.1172394,22.55115992,114.112869,22.58470988,8,533,518
113.8861314,22.49759444,113.9157571,22.4999147,8,15,68
114.1153265,22.5588081,114.1040792,22.55862876,8,527,501
113.9188483,22.50788642,113.9336253,22.54256673,8,76,135
114.1505337,22.55623857,114.1574717,22.56102782,8,601,603
114.1439608,22.55553852,114.1218944,22.54724533,8,600,545
114.1350728,22.55860698,114.1136231,22.54241739,8,587,519
114.0439385,22.55674539,114.0814207,22.5582393,8,349,448
114.0439385,22.55674539,114.057974,22.56241366,8,349,402
114.0439385,22.55674539,114.0450666,22.52787192,8,349,359
113.944896,22.54622325,113.9409665,22.52735551,8,181,172
114.1259119,22.54950226,114.1136231,22.54241739,8,561,519
113.9157571,22.4999147,113.9157571,22.4999147,8,68,68
